timestamp,symbol,bid,ask,bid_qty,ask_qty
1781169514096,XRPUSDT,1.1166,1.1167,36524.6,207589.3
1781169514096,XRPUSDT,1.1166,1.1167,37369.2,207589.3
1781169514097,XRPUSDT,1.1166,1.1167,37360.2,207589.3
1781169514112,XRPUSDT,1.1166,1.1167,35610.6,207589.3
1781169514139,XRPUSDT,1.1166,1.1167,37360.2,207589.3
1781169514141,XRPUSDT,1.1166,1.1167,37359.6,207589.3
1781169514141,XRPUSDT,1.1166,1.1167,37368.6,207589.3
1781169514166,XRPUSDT,1.1166,1.1167,35619.0,207589.3
1781169514172,XRPUSDT,1.1166,1.1167,35495.6,207589.3
1781169514176,XRPUSDT,1.1166,1.1167,35614.6,207589.3
1781169514199,XRPUSDT,1.1166,1.1167,35633.5,207589.3
1781169514200,XRPUSDT,1.1166,1.1167,37383.1,207589.3
1781169514201,XRPUSDT,1.1166,1.1167,37374.1,207589.3
1781169514202,XRPUSDT,1.1166,1.1167,37374.7,207589.3
1781169514220,XRPUSDT,1.1166,1.1167,35625.1,207589.3
1781169514341,XRPUSDT,1.1166,1.1167,35629.6,207589.3
1781169514343,XRPUSDT,1.1166,1.1167,37379.2,207589.3
1781169514343,XRPUSDT,1.1166,1.1167,37388.2,207589.3
1781169514344,XRPUSDT,1.1166,1.1167,37387.6,207589.3
1781169514364,XRPUSDT,1.1166,1.1167,35638.0,207589.3
1781169514365,XRPUSDT,1.1166,1.1167,35491.8,207589.3
1781169514368,XRPUSDT,1.1166,1.1167,35549.4,207589.3
1781169514369,XRPUSDT,1.1166,1.1167,35540.4,207589.3
1781169514411,XRPUSDT,1.1166,1.1167,35315.7,207589.3
1781169514412,XRPUSDT,1.1166,1.1167,37065.3,207589.3
1781169514416,XRPUSDT,1.1166,1.1167,37065.9,207589.3
1781169514416,XRPUSDT,1.1166,1.1167,37074.9,207589.3
1781169514417,XRPUSDT,1.1166,1.1167,37060.1,207589.3
1781169514417,XRPUSDT,1.1166,1.1167,37283.8,207589.3
1781169514417,XRPUSDT,1.1166,1.1167,37298.6,207589.3
1781169514420,XRPUSDT,1.1166,1.1167,35549.0,207589.3
1781169514445,XRPUSDT,1.1166,1.1167,35549.0,207802.6
1781169514456,XRPUSDT,1.1166,1.1167,35239.8,207802.6
1781169514458,XRPUSDT,1.1166,1.1167,36989.4,207802.6
1781169514459,XRPUSDT,1.1166,1.1167,36980.4,207802.6
1781169514459,XRPUSDT,1.1166,1.1167,36979.8,207802.6
1781169514461,XRPUSDT,1.1166,1.1167,37289.8,207802.6
1781169514462,XRPUSDT,1.1166,1.1167,37298.8,207802.6
1781169514476,XRPUSDT,1.1166,1.1167,35549.2,207802.6
1781169514488,XRPUSDT,1.1166,1.1167,35452.0,207802.6
1781169514490,XRPUSDT,1.1166,1.1167,36883.1,207802.6
1781169514495,XRPUSDT,1.1166,1.1167,36960.7,207802.6
1781169514504,XRPUSDT,1.1166,1.1167,35529.6,207802.6
1781169514505,XRPUSDT,1.1166,1.1167,35529.6,207797.8
1781169514593,XRPUSDT,1.1166,1.1167,35548.5,207797.8
1781169514595,XRPUSDT,1.1166,1.1167,36979.6,207797.8
1781169514595,XRPUSDT,1.1166,1.1167,36970.6,207797.8
1781169514618,XRPUSDT,1.1166,1.1167,35539.5,207797.8
1781169514677,XRPUSDT,1.1166,1.1167,35552.4,207797.8
1781169514679,XRPUSDT,1.1166,1.1167,36983.5,207797.8
1781169514679,XRPUSDT,1.1166,1.1167,36992.5,207797.8
1781169514686,XRPUSDT,1.1166,1.1167,37005.5,207797.8
1781169514687,XRPUSDT,1.1166,1.1167,36996.5,207797.8
1781169514704,XRPUSDT,1.1166,1.1167,35565.4,207797.8
1781169514924,XRPUSDT,1.1166,1.1167,29686.9,207797.8
1781169514925,XRPUSDT,1.1166,1.1167,29695.9,207797.8
1781169514925,XRPUSDT,1.1166,1.1167,31127.0,207797.8
1781169514942,XRPUSDT,1.1166,1.1167,29695.9,207797.8
1781169514947,XRPUSDT,1.1166,1.1167,31127.0,207797.8
1781169514948,XRPUSDT,1.1166,1.1167,31118.0,207797.8
1781169514968,XRPUSDT,1.1166,1.1167,29686.9,207797.8
1781169515119,XRPUSDT,1.1166,1.1167,29463.2,207797.8
1781169515120,XRPUSDT,1.1166,1.1167,30894.3,207797.8
1781169515121,XRPUSDT,1.1166,1.1167,30903.3,207797.8
1781169515122,XRPUSDT,1.1166,1.1167,31160.9,207797.8
1781169515144,XRPUSDT,1.1166,1.1167,29729.8,207797.8
1781169515146,XRPUSDT,1.1166,1.1167,29646.3,207797.8
1781169515149,XRPUSDT,1.1166,1.1167,31077.4,207797.8
1781169515150,XRPUSDT,1.1166,1.1167,31160.1,207797.8
1781169515151,XRPUSDT,1.1166,1.1167,31151.1,207797.8
1781169515171,XRPUSDT,1.1166,1.1167,31151.1,207808.3
1781169515172,XRPUSDT,1.1166,1.1167,31160.1,207808.3
1781169515172,XRPUSDT,1.1166,1.1167,29729.0,207808.3
1781169515184,XRPUSDT,1.1166,1.1167,29610.0,207808.3
1781169515188,XRPUSDT,1.1166,1.1167,29723.8,207808.3
1781169515193,XRPUSDT,1.1166,1.1167,29570.8,207808.3
1781169515283,XRPUSDT,1.1166,1.1167,29503.0,207808.3
1781169515286,XRPUSDT,1.1166,1.1167,30934.1,207808.3
1781169515287,XRPUSDT,1.1166,1.1167,30925.1,207808.3
1781169515288,XRPUSDT,1.1166,1.1167,30993.0,207808.3
1781169515289,XRPUSDT,1.1166,1.1167,31002.0,207808.3
1781169515304,XRPUSDT,1.1166,1.1167,31002.0,207785.0
1781169515312,XRPUSDT,1.1166,1.1167,29570.9,207785.0
1781169515314,XRPUSDT,1.1166,1.1167,31002.0,207785.0
